Animale,Autorul anunțului,Balcon/ lojie,Compartimentare,Copii,Dezvoltator,Etaj,Fond locativ,Grup sanitar,Inălțimea tavanelor,Living,Loc de parcare,Număr de camere,Număr de etaje,Starea apartamentului,Suprafață bucătărie,Suprafață locativă,Suprafață totală,Tip clădire,price,region
,Agenție,,,,,8,Construcţii noi,,,,,Apartament cu 1 cameră,9,Euroreparație,,,40 m²,Panou,97 500€,Chișinău_Centru
,Persoană fizică,1,Brj (Brejnevka),,,4,Secundar,2,2700 cm,,Sub acoperiș,Apartament cu 2 camere,5,Euroreparație,6 m²,,53 m²,Cotileț,87 400€,Chișinău_Sculeni
,Agenție,,,,,3,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,10,,,,61 m²,,125 900€,Chișinău_Poșta Veche
,Agenție,,,,,2,Secundar,1,,,Deschis,Apartament cu 2 camere,9,Are nevoie de reparație,,,30 m²,,35 000€,Strășeni_Centru
,Persoană fizică,,,,,1,Secundar,,,Apartament cu living,,Apartament cu 1 cameră,9,,,,40 m²,Monolit,83 900€,Chișinău_Botanica
,Persoană fizică,Nu,Garsonieră,,,11,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,16,Reparație cosmetică,,33 m²,33 m²,,43 000€,Stăuceni_Centru
,Agenție,,,,,8,Construcţii noi,,,,,Apartament cu 1 cameră,10,Euroreparație,,,45 m²,Cărămidă,105 000€,Chișinău_Botanica
,Dezvoltator imobiliar,,,,,1,Construcţii noi,,,Apartament fără living,,Apartament cu 1 cameră,11,Reparație cosmetică,,,63 m²,,94 875€,Chișinău_Centru
,Agenție,1,Individuală,,,6,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,7,Euroreparație,,,44 m²,,168 500€,Chișinău_Centru
,Agenție,1,,,,5,Secundar,2,,,,Apartament cu 2 camere,5,Euroreparație,,,54 m²,,35 700€,Bălți_Gara de nord
,Persoană fizică,,,,Dansicons,8,Secundar,1,,Apartament cu living,,Apartament cu 2 camere,14,Euroreparație,15 m²,,46 m²,,94 900€,Chișinău_Botanica
,Agenție,Nu,,,,4,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,11,Euroreparație,,,60 m²,,149 000€,Chișinău_Buiucani
,Persoană fizică,,,,Inamstro,6,Construcţii noi,,,,,Apartament cu 1 cameră,13,,,,47 m²,,106 000€,Chișinău_Buiucani
,Agenție,2,,,,5,Secundar,1,,,,Apartament cu 1 cameră,5,Euroreparație,,,37 m²,,65 000€,Chișinău_Telecentru
,Agenție,1,,,,2,Construcţii noi,2,,,Subterană,Apartament cu 3 camere,9,Euroreparație,,,212 m²,,499 000€,Chișinău_Centru
,Agenție,,,,Inamstro,13,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,16,Variantă albă,,,79 m²,,106 650€,Chișinău_Botanica
,Dezvoltator imobiliar,,,,Vasigur Grup,2,Construcţii noi,,0 cm,Apartament cu living,Subterană,Apartament cu 1 cameră,5,Variantă albă,0 m²,0 m²,47 m²,,117 500€,Chișinău_Centru
,Dezvoltator imobiliar,2,Individuală,,,3,Construcţii noi,1,280 cm,Apartament cu living,Deschis,Apartament cu 2 camere,6,Euroreparație,15 m²,70 m²,70 m²,Monolit,133 900€,Chișinău_Botanica
,Agenție,1,Individuală,,,4,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,9,Euroreparație,,,60 m²,Combinat,132 900€,Chișinău_Ciocana
,Agenție,1,,,,5,Construcţii noi,1,,,,Apartament cu 1 cameră,12,Variantă albă,,,39 m²,,45 000€,Chișinău_Telecentru
,Agenție,,Individuală,,,15,Construcţii noi,,,,,Apartament cu 1 cameră,16,Variantă albă,,45 m²,45 m²,,67 900€,Chișinău_Botanica
,Agenție,Nu,Individuală,,,5,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,9,Euroreparație,,,77 m²,,155 500€,Chișinău_Botanica
,Dezvoltator imobiliar,2,,,,3,Construcţii noi,,275 cm,Apartament cu living,Subterană,Apartament cu 2 camere,9,Variantă albă,,,67 m²,Cărămidă,87 000€,Chișinău_Botanica
,Agenție,1,,,,5,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,10,Design individual,,,48 m²,,94 900€,Chișinău_Durlești
,Agenție,,,,Eldorado Terra,4,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 3 camere,15,Euroreparație,,,85 m²,,255 000€,Chișinău_Botanica
,Agenție,1,,,,9,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,10,Variantă albă,,55 m²,55 m²,,105 000€,Chișinău_Buiucani
,Agenție,,Individuală,,,1,Secundar,1,,,Deschis,Apartament cu 1 cameră,4,Euroreparație,,,25 m²,,40 300€,Chișinău_Centru
,Persoană fizică,,,,Dansicons,2,Construcţii noi,,,,,Apartament cu 2 camere,10,Variantă albă,,,75 m²,Combinat,126 500€,Chișinău_Ciocana
,Agenție,,,,,5,Secundar,,,Apartament cu living,,Apartament cu 2 camere,5,,,,51 m²,,97 900€,Chișinău_Centru
,Agenție,,,,,5,Secundar,,,,,Apartament cu 1 cameră,5,,,,18 m²,,32 900€,Chișinău_Botanica
,Agenție,,,,,3,Secundar,,0 cm,,,Apartament cu 1 cameră,5,,0 m²,0 m²,24 m²,Cotileț,36 900€,Chișinău_Botanica
,Dezvoltator imobiliar,1,Ms (serie  moldovenească),,,7,Secundar,2,,,Deschis,Apartament cu 2 camere,9,Euroreparație,,,52 m²,,102 900€,Chișinău_Botanica
,Agenție,,,,Solomon Construct Imobil,3,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,8,,,,45 m²,,117 900€,Chișinău_Ciocana
,Agenție,Nu,Individuală,,,1,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,10,Variantă albă,,,45 m²,Combinat,54 500€,Chișinău_Durlești
,Agenție,1,,,,5,Construcţii noi,2,,,,Apartament cu 3 camere,9,Variantă albă,,85 m²,85 m²,,107 000€,Chișinău_Durlești
,Dezvoltator imobiliar,2,,,,3,Construcţii noi,,275 cm,Apartament cu living,Subterană,Apartament cu 3 camere,9,Variantă albă,,,84 m²,Cărămidă,106 650€,Chișinău_Botanica
,Agenție,1,,,,9,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,10,Euroreparație,,,42 m²,,107 400€,Chișinău_Râșcani
Fără animale,Persoană fizică,1,Individuală,Se acceptă copii,,2,Construcţii noi,1,,Apartament cu living,,Apartament cu 3 camere,16,Reparație cosmetică,,67 m²,67 m²,,350€,Bălți_9 cartier
,Persoană fizică,,Individuală,,,13,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,16,Reparație cosmetică,,58 m²,58 m²,Combinat,97 000€,Chișinău_Ciocana
,Dezvoltator imobiliar,1,,,Lagmar Impex,9,Construcţii noi,3,,Apartament cu living,,Apartament cu 3 camere,10,Variantă albă,,,124 m²,,137 529€,Chișinău_Poșta Veche
,Persoană fizică,,,,,11,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,16,Euroreparație,,80 m²,80 m²,,168 000€,Chișinău_Centru
,Agenție,1,143,,,6,Secundar,2,,,,Apartament cu 2 camere,9,Euroreparație,,,55 m²,,115 900€,Chișinău_Buiucani
,Agenție,,,,,9,Construcţii noi,1,,,,Apartament cu 2 camere,10,Variantă albă,,,56 m²,,105 000€,Chișinău_Buiucani
Cu acordul stăpânului,Agenție,3,Individuală,Cu acordul stăpânului,,4,Construcţii noi,2,,,Deschis,Apartament cu 3 camere,7,Euroreparație,,,140 m²,,250 000€,Chișinău_Telecentru
,Agenție,1,102,,,5,Secundar,1,,,Deschis,Apartament cu 1 cameră,5,Euroreparație,,,45 m²,Cotileț,75 000€,Chișinău_Centru
,Dezvoltator imobiliar,2,,,,3,Construcţii noi,,275 cm,Apartament cu living,Subterană,Apartament cu 3 camere,9,Variantă albă,,,84 m²,,104 000€,Chișinău_Botanica
,Agenție,1,Individuală,,,5,Construcţii noi,2,,Apartament cu living,,Apartament cu 2 camere,10,Euroreparație,,,94 m²,Combinat,159 800€,Chișinău_Centru
,Dezvoltator imobiliar,,,,,1,Construcţii noi,,,,,Apartament cu 1 cameră,7,,,,49 m²,,95 000€,Chișinău_Telecentru
,Persoană fizică,1,Individuală,,Vlaviocons,8,Construcţii noi,1,,Apartament cu living,,Apartament cu 2 camere,10,Design individual,,64 m²,64 m²,Monolit,180 000€,Chișinău_Buiucani
Se acceptă animale,Persoană fizică,Nu,,Se acceptă copii,,7,Secundar,1,,Apartament cu living,Deschis,O cameră,9,Reparație cosmetică,12 m²,,34 m²,Panou,62 000€,Chișinău_Ciocana
,Agenție,1,Individuală,,Reconscivil,8,Construcţii noi,2,,Apartament cu living,,Apartament cu 2 camere,9,Euroreparație,,,72 m²,Combinat,158 000€,Chișinău_Poșta Veche
,Dezvoltator imobiliar,,,,,1,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,4,,,,52 m²,,105 900€,Chișinău_Râșcani
,Dezvoltator imobiliar,,Garsonieră,,,3,Secundar,1,2500 cm,,Deschis,Apartament cu 1 cameră,5,Euroreparație,5 m²,14 m²,20 m²,Cotileț,48 500€,Chișinău_Centru
,Dezvoltator imobiliar,,,,,17,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,19,Design individual,,,70 m²,,245 000€,Chișinău_Centru
,Dezvoltator imobiliar,1,,,,3,Construcţii noi,2,,Apartament cu living,,Apartament cu 3 camere,14,,,,82 m²,,108 134€,Chișinău_Poșta Veche
,Agenție,,,,,1,Construcţii noi,,,,,Apartament cu 2 camere,4,Euroreparație,,,54 m²,,105 000€,Chișinău_Durlești
,Agenție,,,,,1,Secundar,,,,,Apartament cu 1 cameră,2,,,,27 m²,,49 950€,Chișinău_Sculeni
,Agenție,2,,,,2,Construcţii noi,1,,,,Apartament cu 2 camere,11,Variantă albă,,,59 m²,,88 900€,Chișinău_Râșcani
,Agenție,,,,,8,Construcţii noi,,,,,Apartament cu 2 camere,15,Euroreparație,,,66 m²,,145 000€,Chișinău_Centru
Fără animale,Agenție,,Individuală,Se acceptă copii,,2,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,7,Euroreparație,,,61 m²,,126 900€,Chișinău_Buiucani
,Agenție,,,,Exfactor-grup,8,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,10,,,,48 m²,,124 500€,Chișinău_Ciocana
,Agenție,,,,,8,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,8,Variantă albă,,,40 m²,Cărămidă,51 000€,Codru_Centru
,Dezvoltator imobiliar,2,,,,3,Construcţii noi,,275 cm,Apartament cu living,Subterană,Apartament cu 3 camere,9,Variantă albă,,,84 m²,Cărămidă,106 650€,Chișinău_Botanica
,Dezvoltator imobiliar,1,,,,1,Construcţii noi,2,,,Subterană,Apartament cu 3 camere,3,Design individual,,,146 m²,Cărămidă,146 000€,Bălți_BAM
,Agenție,Nu,,,,1,Secundar,1,0 cm,,Deschis,Apartament cu 3 camere,1,Euroreparație,0 m²,0 m²,65 m²,,145 000€,Chișinău_Centru
Fără animale,Agenție,1,Individuală,Se acceptă copii,,13,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,13,Euroreparație,,,64 m²,,107 500€,Chișinău_Ciocana
,Dezvoltator imobiliar,1,Individuală,,,3,Construcţii noi,2,292 cm,,Garaj,Apartament cu 2 camere,8,Variantă albă,14 m²,68 m²,68 m²,Cărămidă,74 800€,Bălți_Autogara
,Agenție,,,,,8,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,9,Euroreparație,,,40 m²,,96 900€,Chișinău_Botanica
,Dezvoltator imobiliar,1,,,,5,Construcţii noi,2,275 cm,,Subterană,Apartament cu 3 camere,12,Variantă albă,14 m²,80 m²,88 m²,Combinat,99 440€,Chișinău_Poșta Veche
,Agenție,1,,,Horus,5,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 3 camere,16,,,,75 m²,,175 900€,Chișinău_Râșcani
,Dezvoltator imobiliar,,,,,4,Secundar,,,Apartament cu living,,Apartament cu 2 camere,9,,,,55 m²,,92 500€,Chișinău_Poșta Veche
,Agenție,Nu,Individuală,,,2,Construcţii noi,2,,,Deschis,Apartament cu 1 cameră,7,Variantă albă,,,67 m²,,70 000€,Chișinău_Buiucani
,Persoană fizică,1,,,Boiar House,1,Construcţii noi,1,,,,Apartament cu 1 cameră,9,Fără reparație,,,40 m²,Combinat,34 300€,Chișinău_Durlești
,Agenție,1,Brj (Brejnevka),,,5,Secundar,1,,,Deschis,Apartament cu 2 camere,5,Euroreparație,,,52 m²,Cotileț,94 900€,Chișinău_Râșcani
,Persoană fizică,Nu,Pe pămănt,,Casa de Piatra,1,Secundar,,265 cm,Apartament cu living,Deschis,Apartament cu 3 camere,1,Euroreparație,6 m²,60 m²,80 m²,Cotileț,144 900€,Chișinău_Centru
,Agenție,,,,Estate Invest Company,3,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,13,,,,52 m²,,130 000€,Chișinău_Râșcani
,Agenție,,143,,,5,Secundar,2,,,Deschis,Apartament cu 3 camere,9,Euroreparație,,,78 m²,Panou,136 900€,Chișinău_Ciocana
,Agenție,1,,,,3,Construcţii noi,2,,,,Apartament cu 1 cameră,10,Euroreparație,,,57 m²,,92 900€,Chișinău_Botanica
,Dezvoltator imobiliar,1,,,Braus Imobiliare,2,Construcţii noi,2,0 cm,Apartament cu living,,Apartament cu 2 camere,10,Variantă albă,0 m²,0 m²,68 m²,,85 050€,Chișinău_Telecentru
,Agenție,3,Individuală,,,15,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,16,Euroreparație,,,83 m²,Cotileț,119 000€,Chișinău_Ciocana
,Agenție,,,,,4,Secundar,,,,,Apartament cu 1 cameră,9,Euroreparație,,,15 m²,,31 500€,Chișinău_Botanica
,Agenție,,,,,8,Secundar,1,,Apartament cu living,,Apartament cu 1 cameră,9,Euroreparație,,,40 m²,,85 000€,Chișinău_Ciocana
,Agenție,1,Individuală,,Savvides Monark,10,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,11,Euroreparație,,,47 m²,Combinat,119 000€,Chișinău_Centru
,Persoană fizică,,,,Exfactor-grup,4,Construcţii noi,1,,Apartament cu living,Garaj,Apartament cu 1 cameră,10,Euroreparație,,,53 m²,,119 000€,Chișinău_Buiucani
,Agenție,,,,,8,Secundar,,,Apartament cu living,,Apartament cu 1 cameră,9,,,,40 m²,,85 000€,Chișinău_Ciocana
,Agenție,,,,,1,Secundar,1,,,,Apartament cu 1 cameră,5,,,,32 m²,,77 000€,Chișinău_Buiucani
,Agenție,,,,,10,Secundar,1,,,,Apartament cu 3 camere,14,Euroreparație,,,70 m²,,160 000€,Chișinău_Ciocana
,Persoană fizică,,,,,6,Construcţii noi,1,0 cm,,Deschis,Apartament cu 2 camere,9,Variantă albă,17 m²,0 m²,64 m²,,96 000€,Chișinău_Durlești
,Agenție,,,,,1,Secundar,1,,,,Apartament cu 2 camere,5,Reparație cosmetică,,,67 m²,,77 999€,Chișinău_Telecentru
,Agenție,,,,,6,Construcţii noi,,0 cm,Apartament cu living,,Apartament cu 3 camere,9,Euroreparație,0 m²,0 m²,153 m²,,236 000€,Chișinău_Ciocana
,Persoană fizică,1,,,,9,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,16,Reparație cosmetică,,,79 m²,,109 000€,Chișinău_Ciocana
Fără animale,Persoană fizică,1,Individuală,Se acceptă copii,,2,Construcţii noi,1,,Apartament cu living,,Apartament cu 3 camere,16,Reparație cosmetică,,67 m²,67 m²,,350€,Bălți_9 cartier
,Dezvoltator imobiliar,,Hruşciovka,,,2,Secundar,1,,Apartament cu living,,Apartament cu 1 cameră,5,Euroreparație,6 m²,,32 m²,Cotileț,69 900€,Chișinău_Râșcani
,Agenție,,,,,5,Construcţii noi,1,,Apartament fără living,,Apartament cu 1 cameră,12,,,,40 m²,,123 000€,Chișinău_Râșcani
,Dezvoltator imobiliar,1,Individuală,,Astercon,1,Construcţii noi,1,275 cm,,Garaj,Apartament cu 2 camere,8,Variantă albă,13 m²,1 m²,61 m²,Cotileț,89 320€,Dumbrava_Periferie
,Agenție,,Individuală,,AlimConstruct Grup,5,Construcţii noi,1,2700 cm,Apartament cu living,Deschis,Apartament cu 2 camere,9,,12 m²,68 m²,80 m²,Combinat,139 999€,Chișinău_Botanica
,Dezvoltator imobiliar,3,Individuală,,,7,Construcţii noi,2,,Apartament cu living,,Apartament cu 3 camere,10,Euroreparație,,,76 m²,Cotileț,144 900€,Chișinău_Durlești
,Agenție,1,135,,,4,Secundar,1,,Apartament cu living,Deschis,Apartament cu 2 camere,9,Euroreparație,,,55 m²,Panou,92 500€,Chișinău_Râșcani
,Agenție,,,,,13,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,13,Euroreparație,,,71 m²,Cărămidă,124 900€,Chișinău_Poșta Veche
,Dezvoltator imobiliar,,,,,6,Construcţii noi,,,,,Apartament cu 2 camere,6,Variantă albă,,,68 m²,,62 000€,Cahul_Centru
,Agenție,1,,,,5,Secundar,1,,Apartament cu living,,Apartament cu 1 cameră,5,Euroreparație,,,32 m²,,67 900€,Chișinău_Botanica
,Agenție,2,,,,9,Construcţii noi,4 și mai multe,,Apartament cu living,,Apartament cu 4 camere,10,Euroreparație,,,165 m²,Cotileț,255 000€,Chișinău_Centru
,Dezvoltator imobiliar,,,,,1,Secundar,1,,Apartament cu living,,Apartament cu 1 cameră,5,Euroreparație,,,30 m²,Cotileț,67 000€,Chișinău_Botanica
,Dezvoltator imobiliar,2,,,Exfactor-grup,3,Construcţii noi,,275 cm,Apartament cu living,Subterană,Apartament cu 1 cameră,9,Variantă albă,,,49 m²,Cărămidă,69 100€,Chișinău_Botanica
,Agenție,Nu,,,Kirsan,7,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 3 camere,10,Euroreparație,,,77 m²,,198 000€,Chișinău_Centru
,Dezvoltator imobiliar,2,,,,3,Construcţii noi,,275 cm,Apartament cu living,Subterană,Apartament cu 3 camere,9,Variantă albă,,,84 m²,Cărămidă,104 000€,Chișinău_Botanica
Cu acordul stăpânului,Agenție,,Individuală,Cu acordul stăpânului,,5,Secundar,1,,,Deschis,Apartament cu 1 cameră,5,Euroreparație,,,20 m²,,26 900€,Chișinău_Ciocana
,Agenție,,,,,1,Secundar,1,,,,Apartament cu 1 cameră,9,Reparație cosmetică,,,45 m²,,76 900€,Chișinău_Ciocana
,Persoană fizică,2,,,,6,Construcţii noi,1,,,,Apartament cu 2 camere,8,Euroreparație,,,73 m²,,166 900€,Chișinău_Buiucani
,Dezvoltator imobiliar,1,143,,,2,Secundar,1,250 cm,Apartament fără living,Deschis,Apartament cu 3 camere,5,Euroreparație,8 m²,65 m²,65 m²,Cotileț,71 999€,Bălți_Centru
,Agenție,1,,,Exfactor-grup,1,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 3 camere,10,Euroreparație,,,88 m²,,179 000€,Chișinău_Buiucani
Se acceptă animale,Agenție,3,,Se acceptă copii,,5,Construcţii noi,2,,Apartament fără living,Deschis,Apartament cu 2 camere,5,Variantă albă,,,87 m²,,185 000€,Chișinău_Botanica
,Agenție,1,,,,4,Secundar,2,,,Deschis,Apartament cu 2 camere,9,Reparație cosmetică,,,55 m²,,84 900€,Chișinău_Botanica
Cu acordul stăpânului,Dezvoltator imobiliar,1,,Cu acordul stăpânului,,5,Construcţii noi,1,,Apartament fără living,,Apartament cu 1 cameră,10,Euroreparație,,,36 m²,,93 000€,Chișinău_Botanica
,Agenție,1,St (Stalinka),,,2,Secundar,1,,,,Apartament cu 2 camere,2,Euroreparație,,,58 m²,Cotileț,107 000€,Chișinău_Botanica
,Agenție,1,,,,9,Construcţii noi,1,,,,Apartament cu 4 camere,9,Variantă albă,,,129 m²,,145 770€,Chișinău_Poșta Veche
,Agenție,,,,,3,Construcţii noi,2,,Apartament cu living,,Apartament cu 3 camere,10,Euroreparație,,,90 m²,,248 000€,Chișinău_Buiucani
,Dezvoltator imobiliar,,,,,4,Construcţii noi,,0 cm,,,Apartament cu 1 cameră,10,,0 m²,0 m²,50 m²,,69 000€,Chișinău_Botanica
Fără animale,Agenție,2,Individuală,Se acceptă copii,,9,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,17,Euroreparație,,,120 m²,,385 000€,Chișinău_Râșcani
,Agenție,,102,,,4,Secundar,1,,,,Apartament cu 3 camere,5,Reparație cosmetică,,,75 m²,Cotileț,134 900€,Chișinău_Botanica
,Dezvoltator imobiliar,2,,,,3,Construcţii noi,1,275 cm,,Subterană,Apartament cu 2 camere,9,Variantă albă,,,72 m²,Cărămidă,93 000€,Chișinău_Botanica
,Agenție,1,,,,2,Secundar,1,,,Deschis,Apartament cu 2 camere,2,Design individual,,,58 m²,,35 000€,Drochia_Centru
,Dezvoltator imobiliar,,,,,5,Construcţii noi,,0 cm,,,Apartament cu 1 cameră,14,,0 m²,0 m²,43 m²,,115 000€,Chișinău_Centru
,Agenție,2,,,,3,Construcţii noi,1,,,Deschis,Apartament cu 3 camere,6,Euroreparație,,,82 m²,,133 000€,Chișinău_Botanica
,Agenție,,,,,6,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,15,Variantă albă,,,57 m²,,82 650€,Chișinău_Râșcani
,Agenție,,,,,2,Secundar,,,,,Apartament cu 2 camere,5,,,,74 m²,,87 500€,Chișinău_Botanica
,Agenție,,,,,10,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 2 camere,16,Euroreparație,,,93 m²,,200 000€,Chișinău_Centru
Se acceptă animale,Persoană fizică,1,Individuală,Se acceptă copii,Astercon,5,Construcţii noi,2,,,Subterană,Apartament cu 3 camere,7,Variantă albă,,,77 m²,Cotileț,132 000€,Chișinău_Buiucani
,Agenție,1,Individuală,,,8,Secundar,2,,,Deschis,Apartament cu 2 camere,9,Reparație cosmetică,,,65 m²,Cotileț,79 900€,Chișinău_Telecentru
,Agenție,1,,,,7,Secundar,,,Apartament cu living,,Apartament cu 2 camere,8,Euroreparație,,,72 m²,,158 000€,Chișinău_Poșta Veche
,Agenție,,,,,4,Construcţii noi,,,,,Apartament cu 2 camere,6,,,,60 m²,,76 339€,Chișinău_Buiucani
,Agenție,1,,,Solomon Construct Imobil,7,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,12,Variantă albă,,,67 m²,,98 500€,Chișinău_Botanica
,Persoană fizică,,,,Dansicons,2,Construcţii noi,,,,,Apartament cu 2 camere,10,Variantă albă,,,75 m²,Combinat,126 500€,Chișinău_Ciocana
,Agenție,,Individuală,,,2,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,6,Euroreparație,,,50 m²,,119 900€,Chișinău_Ciocana
,Agenție,2,Individuală,,,6,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 2 camere,8,Design individual,,,80 m²,Combinat,450 000€,Chișinău_Centru
,Agenție,,,,,3,Construcţii noi,,0 cm,Apartament cu living,,Apartament cu 2 camere,8,,0 m²,0 m²,75 m²,,160 900€,Chișinău_Telecentru
,Dezvoltator imobiliar,1,,,Astercon,9,Construcţii noi,2,275 cm,,Garaj,Apartament cu 3 camere,9,Variantă albă,13 m²,1 m²,84 m²,Cotileț,122 525€,Chișinău_Durlești
,Persoană fizică,Nu,Ms (serie  moldovenească),,,5,Secundar,1,2500 cm,Apartament fără living,Deschis,Apartament cu 1 cameră,16,Reparație cosmetică,18 m²,45 m²,45 m²,Monolit,75 000€,Chișinău_Poșta Veche
,Agenție,1,,,,9,Secundar,2,,,,Apartament cu 2 camere,9,Euroreparație,,,48 m²,,105 000€,Chișinău_Botanica
,Agenție,,,,,3,Secundar,,,Apartament cu living,,Apartament cu 3 camere,5,,,,70 m²,,104 000€,Chișinău_Râșcani
,Dezvoltator imobiliar,1,,,Braus Imobiliare,5,Construcţii noi,1,0 cm,Apartament cu living,,Apartament cu 1 cameră,10,,0 m²,0 m²,51 m²,,64 897€,Chișinău_Telecentru
,Agenție,1,Individuală,,,6,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,16,Variantă albă,,,71 m²,,91 500€,Chișinău_Râșcani
,Agenție,1,,,,5,Construcţii noi,2,0 cm,,Deschis,Apartament cu 1 cameră,9,Variantă albă,0 m²,0 m²,49 m²,,68 600€,Chișinău_Râșcani
,Persoană fizică,,,,,2,Secundar,,,,,Apartament cu 2 camere,10,,,,65 m²,,121 900€,Chișinău_Râșcani
,Agenție,,,,,6,Construcţii noi,,,,,Apartament cu 1 cameră,9,Euroreparație,,,44 m²,,77 000€,Ialoveni_Periferie
,Agenție,,,,,6,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,11,,,,68 m²,,155 000€,Chișinău_Ciocana
,Dezvoltator imobiliar,,,,,9,Secundar,,,Apartament cu living,,Apartament cu 2 camere,11,,,,52 m²,,98 900€,Chișinău_Botanica
,Agenție,1,135,,,4,Secundar,1,,,Deschis,Apartament cu 2 camere,9,Euroreparație,,,55 m²,Panou,92 500€,Chișinău_Râșcani
,Agenție,,,,,5,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,10,Euroreparație,,,45 m²,,99 500€,Chișinău_Botanica
,Agenție,1,,,,1,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,6,Euroreparație,,,77 m²,,109 900€,Chișinău_Durlești
,Agenție,,,,,1,Secundar,1,,,,Apartament cu 4 camere,5,,,,87 m²,,105 000€,Chișinău_Telecentru
,Persoană fizică,,,,,6,Construcţii noi,,,,,Apartament cu 1 cameră,7,,,,47 m²,,61 000€,Chișinău_Durlești
,Agenție,1,,,,3,Secundar,1,,Apartament fără living,Deschis,Apartament cu 2 camere,5,Reparație cosmetică,,,41 m²,,80 000€,Chișinău_Telecentru
,Persoană fizică,3,,,,5,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,10,Variantă albă,,64 m²,64 m²,Beton,95 000€,Chișinău_Botanica
,Agenție,1,,,,9,Construcţii noi,3,0 cm,,,Apartament cu 3 camere,10,,0 m²,0 m²,115 m²,,175 000€,Chișinău_Ciocana
,Agenție,1,,,,3,Secundar,2,,Apartament fără living,Deschis,Apartament cu 2 camere,9,Reparație cosmetică,,,55 m²,,84 900€,Chișinău_Buiucani
,Agenție,,,,,9,Construcţii noi,,,,,Apartament cu 1 cameră,10,Variantă albă,,,47 m²,Cărămidă,74 900€,Chișinău_Ciocana
,Persoană fizică,1,,,Sky House,5,Construcţii noi,,,Apartament fără living,Subterană,Apartament cu 1 cameră,15,Variantă albă,,,42 m²,Cărămidă,71 400€,Chișinău_Botanica
,Agenție,,,,,1,Construcţii noi,1,,,,Apartament cu 1 cameră,9,Euroreparație,,,45 m²,,119 900€,Chișinău_Buiucani
,Agenție,Nu,,,,3,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,4,Euroreparație,,,67 m²,,139 000€,Chișinău_Centru
,Agenție,2,,,,5,Construcţii noi,2,,,,Apartament cu 3 camere,12,Variantă albă,,,117 m²,,152 261€,Chișinău_Botanica
,Agenție,,,,Inamstro,9,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 2 camere,10,Euroreparație,,,68 m²,Cărămidă,165 000€,Chișinău_Buiucani
,Persoană fizică,1,Individuală,,,5,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,11,Euroreparație,,,43 m²,,95 000€,Chișinău_Buiucani
,Agenție,1,,,Savvides Monark,1,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 2 camere,10,Euroreparație,,,45 m²,,149 000€,Chișinău_Centru
