Animale,Autorul anunțului,Balcon/ lojie,Compartimentare,Copii,Dezvoltator,Etaj,Fond locativ,Grup sanitar,Inălțimea tavanelor,Living,Loc de parcare,Număr de camere,Număr de etaje,Starea apartamentului,Suprafață bucătărie,Suprafață locativă,Suprafață totală,Tip clădire,price
,Agenție,1,Hruşciovka,,,5,Secundar,1,,,Deschis,Apartament cu 2 camere,5.0,Reparație cosmetică,,,50 m²,Panou,65 000€
,Agenție,1,,,,4,Secundar,1,,,Deschis,O cameră,6.0,Euroreparație,,,18 m²,,39 900€
,Agenție,1,Individuală,,Solomon Construct Imobil,6,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 3 camere,11.0,Euroreparație,,,85 m²,,169 900€
,Agenție,1,Individuală,,,8,Construcţii noi,1,,,Subterană,Apartament cu 3 camere,12.0,Variantă albă,,,117 m²,,220 000€
,Agenție,,,,,1,Secundar,1,,,,Apartament cu 1 cameră,1.0,,,,29 m²,,50 000€
,Agenție,Nu,Individuală,,,3,Construcţii noi,1,,,,Apartament cu 1 cameră,21.0,Euroreparație,,,43 m²,Cărămidă,125 000€
,Agenție,Nu,Individuală,,,11,Construcţii noi,2,,,Deschis,Apartament cu 3 camere,14.0,Euroreparație,,,95 m²,,289 000€
,Agenție,,,,,3,Secundar,,,,,Apartament cu 3 camere,5.0,,,,48 m²,,72 500€
,Agenție,1,,,,3,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,12.0,,,,54 m²,,50 400€
,Agenție,,,,Estate Invest Company,3,Construcţii noi,2,0 cm,Apartament cu living,,Apartament cu 2 camere,10.0,Variantă albă,0 m²,0 m²,71 m²,,105 900€
,Agenție,2,Individuală,,,5,Secundar,2,,,Deschis,Apartament cu 3 camere,5.0,Euroreparație,,,86 m²,Cotileț,153 800€
,Agenție,,,,,7,Secundar,1,,,,Apartament cu 1 cameră,9.0,Reparație cosmetică,,,22 m²,,29 500€
,Persoană fizică,Nu,Cămin familial,,,2,Secundar,1,,,,Apartament cu 1 cameră,5.0,Reparație cosmetică,,15 m²,16 m²,,10 499€
,Dezvoltator imobiliar,,,,,12,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,12.0,,,,50 m²,,147 900€
,Agenție,1,,,,1,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,6.0,Euroreparație,,,77 m²,,109 900€
,Agenție,1,Individuală,,Lagmar Impex,9,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 2 camere,14.0,Design individual,,,70 m²,Combinat,185 000€
,Agenție,1,Individuală,,Horus,5,Construcţii noi,1,2800 cm,Apartament cu living,Deschis,Apartament cu 2 camere,14.0,Euroreparație,18 m²,75 m²,75 m²,Cărămidă,175 900€
,Dezvoltator imobiliar,2,,,,3,Construcţii noi,2,275 cm,,Subterană,Apartament cu 3 camere,5.0,Variantă albă,,,96 m²,Cărămidă,106 550€
,Agenție,Nu,Individuală,,,1,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,11.0,Euroreparație,,,65 m²,,89 900€
,Dezvoltator imobiliar,,Individuală,,,9,Construcţii noi,,,,Subterană,Apartament cu 3 camere,10.0,Variantă albă,,,73 m²,Cărămidă,116 992€
Se acceptă animale,Agenție,1,,Se acceptă copii,,9,Construcţii noi,2,,Apartament fără living,Deschis,Apartament cu 3 camere,10.0,Euroreparație,,,108 m²,,285 000€
,Agenție,,,,,5,Secundar,,,,,Apartament cu 1 cameră,5.0,,,,18 m²,,29 900€
,Dezvoltator imobiliar,2,,,,3,Construcţii noi,,275 cm,Apartament cu living,Subterană,Apartament cu 2 camere,9.0,Variantă albă,,,67 m²,Cărămidă,87 000€
Fără animale,Agenție,1,Individuală,Se acceptă copii,,10,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,161 m²,,350 000€
,Agenție,1,,,,1,Construcţii noi,1,,,,Apartament cu 2 camere,9.0,Euroreparație,,,55 m²,,95 000€
,Persoană fizică,,Individuală,,Dansicons,12,Construcţii noi,3,,Apartament cu living,,Apartament cu 3 camere,12.0,Design individual,,,200 m²,Bloc,520 000€
,Agenție,1,Individuală,,Element Stil,4,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,6.0,Construcție nefinisată,,,44 m²,,64 900€
,Agenție,1,Individuală,,,6,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,24.0,Construcție nefinisată,,,49 m²,Cărămidă,97 500€
,Agenție,1,,,,6,Construcţii noi,2,,Apartament fără living,Deschis,Apartament cu 2 camere,7.0,Euroreparație,,,59 m²,,161 000€
,Agenție,,,,,7,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,11.0,,,,42 m²,,56 700€
,Dezvoltator imobiliar,,,,,8,Construcţii noi,,,,,Apartament cu 3 camere,9.0,,,,91 m²,,350 000€
,Agenție,,,,,4,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 2 camere,7.0,Euroreparație,,,84 m²,,255 000€
,Agenție,1,Individuală,,Basconslux,9,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,11.0,Euroreparație,,,92 m²,Combinat,209 000€
,Dezvoltator imobiliar,,,,,2,Secundar,,,,,Apartament cu 1 cameră,5.0,Reparație cosmetică,,,16 m²,,21 000€
Cu acordul stăpânului,Agenție,1,Individuală,Cu acordul stăpânului,,2,Construcţii noi,1,,,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,60 m²,,124 900€
,Dezvoltator imobiliar,2,Individuală,,Exfactor-grup,3,Construcţii noi,2,280 cm,Apartament cu living,Subterană,Apartament cu 3 camere,10.0,Euroreparație,20 m²,60 m²,91 m²,Cărămidă,189 900€
,Agenție,Nu,Individuală,,,2,Secundar,1,,,Deschis,Apartament cu 1 cameră,9.0,Reparație cosmetică,,,40 m²,Cotileț,56 900€
,Agenție,Nu,,,,2,Secundar,1,,Apartament fără living,Deschis,Apartament cu 1 cameră,9.0,Reparație cosmetică,,,18 m²,,45 000€
,Agenție,1,Individuală,,,5,Secundar,1,,,Deschis,Apartament cu 2 camere,6.0,Fără reparație,,,46 m²,,72 600€
,Dezvoltator imobiliar,1,,,,6,Construcţii noi,1,,Apartament cu living,,Apartament cu 1 cameră,9.0,Variantă albă,,,43 m²,,47 630€
,Agenție,1,Individuală,,,9,Secundar,1,,,Deschis,Apartament cu 3 camere,20.0,Reparație cosmetică,,,77 m²,Combinat,98 500€
,Agenție,,,,,2,Construcţii noi,,,,,Apartament cu 2 camere,4.0,,,,75 m²,,225 000€
,Agenție,,,,,8,Secundar,,,,,Apartament cu 2 camere,16.0,,,,60 m²,,93 000€
,Persoană fizică,,,,,4,Secundar,1,,,Deschis,Apartament cu 1 cameră,5.0,Reparație cosmetică,15 m²,20 m²,30 m²,,30 500€
,Persoană fizică,1,,,,7,Construcţii noi,2,3 cm,Apartament cu living,Deschis,Apartament cu 2 camere,10.0,Construcție nefinisată,,,63 m²,Cărămidă,77 000€
,Agenție,2,,,,4,Construcţii noi,1,,,,Apartament cu 1 cameră,4.0,Euroreparație,,,41 m²,,87 700€
,Agenție,,,,,1,Secundar,,,,,Apartament cu 3 camere,5.0,Euroreparație,,,60 m²,,67 000€
,Dezvoltator imobiliar,,,,Dansicons,5,Construcţii noi,,0 cm,Apartament cu living,,Apartament cu 1 cameră,6.0,Variantă albă,0 m²,0 m²,52 m²,,47 250€
,Dezvoltator imobiliar,1,Individuală,,,3,Construcţii noi,2,,Apartament fără living,Subterană,Apartament cu 2 camere,7.0,Variantă albă,13 m²,,62 m²,Combinat,51 543€
,Agenție,1,,,,3,Secundar,,,,,Apartament cu 3 camere,5.0,,,,68 m²,,43 000€
Fără animale,Persoană fizică,1,,Se acceptă copii,,1,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,10.0,Euroreparație,,,50 m²,,550€
,Agenție,,,,Exfactor-grup,11,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,13.0,Variantă albă,,74 m²,74 m²,Combinat,131 200€
,Agenție,1,,,,3,Secundar,2,,Apartament fără living,Deschis,Apartament cu 2 camere,5.0,Reparație cosmetică,,,54 m²,,88 900€
,Persoană fizică,2,,,,5,Secundar,2,,,,Apartament cu 2 camere,5.0,,,,50 m²,,74 500€
,Agenție,Nu,Individuală,,,3,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 2 camere,12.0,Euroreparație,,,51 m²,,145 000€
,Agenție,1,,,,5,Secundar,1,,Apartament cu living,Deschis,Apartament cu 3 camere,5.0,Reparație cosmetică,,57 m²,57 m²,Cărămidă,86 500€
,Persoană fizică,2,,,Basconslux,2,Construcţii noi,1,,Apartament fără living,Deschis,Apartament cu 1 cameră,11.0,Euroreparație,,50 m²,50 m²,,145 000€
,Agenție,1,,,,19,Construcţii noi,3,,Apartament cu living,Subterană,Apartament cu 3 camere,21.0,Euroreparație,,,180 m²,,650 000€
,Dezvoltator imobiliar,1,,,,3,Construcţii noi,,,,Subterană,Apartament cu 2 camere,7.0,Variantă albă,,,62 m²,,60 140€
,Dezvoltator imobiliar,1,,,,2,Construcţii noi,1,290 cm,,Subterană,Apartament cu 1 cameră,4.0,Variantă albă,,,47 m²,,55 476€
,Agenție,Nu,Individuală,,,1,Secundar,1,,Apartament cu living,Deschis,Apartament cu 2 camere,5.0,Euroreparație,,,41 m²,,89 900€
Se acceptă animale,Agenție,Nu,,Se acceptă copii,,4,Construcţii noi,1,,Apartament fără living,Deschis,Apartament cu 2 camere,9.0,Euroreparație,,,62 m²,,129 900€
,Dezvoltator imobiliar,,,,,1,Secundar,,,,,Apartament cu 4 camere,2.0,,,,92 m²,,99 000€
,Agenție,,,,,1,Construcţii noi,,,Apartament cu living,Subterană,Apartament cu 2 camere,10.0,Euroreparație,,,70 m²,,124 500€
,Agenție,2,Individuală,,,5,Construcţii noi,3,,,Deschis,Apartament cu 4 camere,9.0,Design individual,33 m²,99 m²,166 m²,,575 000€
,Dezvoltator imobiliar,,,,,10,Construcţii noi,,,,,Apartament cu 2 camere,12.0,Euroreparație,,,94 m²,,394 800€
,Persoană fizică,,,,,9,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 3 camere,9.0,Euroreparație,,,94 m²,,219 000€
Fără animale,Agenție,1,Ms (serie  moldovenească),Se acceptă copii,,6,Secundar,1,,,Deschis,Apartament cu 1 cameră,9.0,Euroreparație,,,36 m²,,74 900€
,Agenție,Nu,,,,1,Secundar,1,,Apartament cu living,Garaj,Apartament cu 3 camere,3.0,Reparație cosmetică,,,110 m²,Cotileț,139 900€
,Agenție,1,,,,10,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,12.0,Euroreparație,,,43 m²,,116 500€
,Persoană fizică,1,,,Exfactor-grup,11,Construcţii noi,1,2800 cm,Apartament cu living,Subterană,Apartament cu 2 camere,11.0,Euroreparație,,,79 m²,,173 800€
,Agenție,,,,,10,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,10.0,Euroreparație,,72 m²,112 m²,,275 000€
,Dezvoltator imobiliar,1,,,,5,Secundar,,,Apartament cu living,,Apartament cu 1 cameră,5.0,,,,32 m²,,67 900€
,Agenție,3,,,,1,Secundar,2,,,Deschis,Apartament cu 3 camere,9.0,,,,72 m²,,62 000€
,Dezvoltator imobiliar,,,,,5,Secundar,,,,,Apartament cu 2 camere,5.0,,,,45 m²,,94 900€
,Persoană fizică,1,,,Sky House,5,Construcţii noi,1,0 cm,Apartament fără living,Subterană,Apartament cu 1 cameră,9.0,Euroreparație,0 m²,0 m²,34 m²,Cărămidă,67 000€
,Agenție,2,,,,1,Construcţii noi,2,,,,Apartament cu 2 camere,9.0,Euroreparație,,,150 m²,,150 000€
,Dezvoltator imobiliar,2,,,Exfactor-grup,3,Construcţii noi,2,275 cm,Apartament cu living,Subterană,Apartament cu 3 camere,9.0,Variantă albă,,,84 m²,Cărămidă,106 700€
,Dezvoltator imobiliar,1,,,,1,Construcţii noi,2,,,,Apartament cu 3 camere,9.0,,,,127 m²,,174 800€
Se acceptă animale,Agenție,1,,Se acceptă copii,,4,Construcţii noi,,,,Deschis,Apartament cu 1 cameră,6.0,,,,41 m²,,76 500€
,Dezvoltator imobiliar,,,,,1,Construcţii noi,,,Apartament cu living,,Apartament cu 1 cameră,4.0,,,,52 m²,,105 900€
Se acceptă animale,Agenție,1,,Se acceptă copii,,2,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,15.0,Variantă albă,,,44 m²,,75 500€
,Agenție,,,,,1,Construcţii noi,2,,,,Apartament cu 4 camere,3.0,Variantă albă,,,142 m²,,390 000€
,Agenție,,,,,10,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,10.0,Euroreparație,,,45 m²,,119 000€
Se acceptă animale,Agenție,2,,Se acceptă copii,Lagmar Impex,8,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 3 camere,11.0,Variantă albă,11 m²,88 m²,88 m²,Beton,96 833€
,Persoană fizică,2,,,,9,Secundar,2,,Apartament cu living,Deschis,Apartament cu 4 camere,17.0,Euroreparație,10 m²,,110 m²,Monolit,165 000€
,Agenție,,Individuală,,,5,Secundar,1,,,Deschis,Apartament cu 1 cameră,5.0,Are nevoie de reparație,,,39 m²,Cotileț,52 000€
,Agenție,2,Ms (serie  moldovenească),,,7,Secundar,2,280 cm,Apartament cu living,Deschis,Apartament cu 3 camere,10.0,Reparație cosmetică,12 m²,40 m²,70 m²,Beton,98 000€
,Agenție,2,,,,3,Secundar,,,Apartament cu living,Deschis,Apartament cu 2 camere,5.0,,,,63 m²,,104 000€
,Agenție,Nu,,,,9,Secundar,1,,,Deschis,O cameră,9.0,Euroreparație,,,15 m²,Panou,25 700€
Fără animale,Agenție,1,Individuală,Se acceptă copii,,11,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,11.0,Variantă albă,,,54 m²,,95 200€
,Agenție,,,,,9,Construcţii noi,,,,,Apartament cu 1 cameră,9.0,Variantă albă,,,121 m²,,76 000€
,Agenție,1,,,,3,Secundar,1,,,,Apartament cu 3 camere,9.0,Euroreparație,,,51 m²,,113 000€
,Dezvoltator imobiliar,,,,,6,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,12.0,Variantă albă,,,79 m²,Combinat,91 600€
,Persoană fizică,2,Individuală,,,4,Construcţii noi,1,255 cm,Apartament cu living,,Apartament cu 1 cameră,6.0,Construcție nefinisată,12 m²,17 m²,45 m²,Combinat,71 000€
,Agenție,1,,,,2,Construcţii noi,2,,,Subterană,Apartament cu 2 camere,9.0,Variantă albă,,,42 m²,,42 000€
,Agenție,2,Individuală,,,4,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,8.0,Variantă albă,,,67 m²,,110 550€
,Agenție,1,Individuală,,,12,Secundar,1,,,Deschis,Apartament cu 1 cameră,16.0,Reparație cosmetică,8 m²,17 m²,34 m²,Combinat,55 900€
,Agenție,1,,,,8,Construcţii noi,2,,Apartament cu living,,Apartament cu 3 camere,15.0,Euroreparație,,,122 m²,,205 000€
,Agenție,,Individuală,,,2,Secundar,1,,,Deschis,Apartament cu 1 cameră,9.0,Reparație cosmetică,,,36 m²,,57 000€
,Dezvoltator imobiliar,3,,,,3,Construcţii noi,1,275 cm,,Subterană,Apartament cu 3 camere,9.0,Variantă albă,,,90 m²,Cărămidă,109 800€
,Agenție,Nu,Individuală,,,2,Secundar,2,,Apartament cu living,Deschis,Apartament cu 2 camere,9.0,Euroreparație,,,52 m²,,110 000€
,Agenție,2,,,Eldorado Terra,16,Construcţii noi,2,0 cm,Apartament cu living,Deschis,Apartament cu 2 camere,17.0,Euroreparație,0 m²,0 m²,80 m²,,214 900€
,Persoană fizică,,,,Exfactor-grup,8,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,12.0,,,,105 m²,,285 000€
,Agenție,1,,,,6,Secundar,1,,,,Apartament cu 1 cameră,9.0,Euroreparație,,,38 m²,,74 900€
,Agenție,1,,,Solomon Construct Imobil,8,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,12.0,Variantă albă,,,67 m²,,98 500€
,Dezvoltator imobiliar,Nu,,,,3,Construcţii noi,2,0 cm,,Garaj,Apartament cu 3 camere,4.0,Variantă albă,0 m²,0 m²,83 m²,Monolit,133 600€
,Agenție,,,,,3,Construcţii noi,,,Apartament cu living,,Apartament cu 3 camere,12.0,,,,90 m²,,250 000€
,Agenție,,,,,7,Secundar,,,,,O cameră,14.0,Euroreparație,,,25 m²,Panou,48 000€
,Persoană fizică,,,,Dansicons,7,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,12.0,Euroreparație,,,85 m²,,500€
,Agenție,,,,,9,Construcţii noi,,,,,Apartament cu 2 camere,12.0,Euroreparație,,,48 m²,,126 500€
,Persoană fizică,1,,,Lagmar Impex,2,Construcţii noi,1,,Apartament cu living,,Apartament cu 1 cameră,9.0,Variantă albă,,,49 m²,,85 000€
,Agenție,1,,,,10,Construcţii noi,1,,Apartament fără living,Deschis,Apartament cu 1 cameră,15.0,Variantă albă,,,44 m²,,71 900€
,Persoană fizică,,,,,2,Secundar,,,,,Apartament cu 1 cameră,5.0,,,,30 m²,,17 000€
,Agenție,1,Individuală,,,3,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,15.0,Variantă albă,,,53 m²,Beton celular,114 900€
,Persoană fizică,1,,,,4,Construcţii noi,1,,,,Apartament cu 1 cameră,15.0,Variantă albă,,,47 m²,,79 000€
,Dezvoltator imobiliar,,,,,1,Secundar,,,,,Apartament cu 2 camere,9.0,,,,54 m²,,76 500€
,Persoană fizică,,,,,1,Secundar,,,,,Apartament cu 4 camere,2.0,,,,80 m²,,160 000€
,Agenție,1,143,,,6,Secundar,2,,,Deschis,Apartament cu 2 camere,10.0,Reparație cosmetică,,,57 m²,,89 000€
,Agenție,1,Cămin familial,,,3,Secundar,1,,,Deschis,Apartament cu 1 cameră,5.0,Euroreparație,,,18 m²,,33 900€
,Dezvoltator imobiliar,,,,Solomon Construct Imobil,6,Construcţii noi,,,,,Apartament cu 2 camere,12.0,,,,72 m²,,98 640€
,Persoană fizică,,,,,5,Secundar,,,,,Apartament cu 3 camere,5.0,,,,70 m²,,44 000€
,Agenție,Nu,Individuală,,,8,Construcţii noi,1,,,Deschis,Apartament cu 1 cameră,10.0,Variantă albă,,,57 m²,Combinat,75 500€
,Agenție,Nu,Individuală,,,1,Secundar,1,,,Deschis,Apartament cu 2 camere,5.0,Reparație cosmetică,,53 m²,53 m²,Cotileț,72 900€
,Agenție,,,,Sky House,16,Construcţii noi,1,,Apartament cu living,Subterană,Apartament cu 1 cameră,18.0,Variantă albă,,,43 m²,Cărămidă,73 050€
,Agenție,2,,,Braus Imobiliare,14,Construcţii noi,2,,Apartament fără living,Deschis,Apartament cu 3 camere,21.0,Euroreparație,,,86 m²,Combinat,175 900€
,Agenție,,,,,9,Construcţii noi,1,,,,Apartament cu 1 cameră,12.0,Euroreparație,,,58 m²,,173 000€
,Persoană fizică,1,,,,4,Secundar,1,,,,Apartament cu 1 cameră,9.0,,,,34 m²,,61 000€
,Dezvoltator imobiliar,,,,,9,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,15.0,,,,78 m²,,245 000€
,Persoană fizică,,,,Pamir Construct,2,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,11.0,,,,65 m²,,122 900€
,Agenție,2,,,,5,Construcţii noi,,,,Deschis,Apartament cu 2 camere,9.0,Euroreparație,,69 m²,150 m²,,195 000€
,Agenție,1,,,Exfactor-grup,9,Construcţii noi,2,,Apartament cu living,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,88 m²,,199 000€
,Dezvoltator imobiliar,1,,,,1,Construcţii noi,2,,,Subterană,Apartament cu 3 camere,11.0,Variantă albă,,,86 m²,,125 000€
,Agenție,1,Individuală,,Exfactor-grup,3,Construcţii noi,2,,,Subterană,Apartament cu 3 camere,12.0,Variantă albă,,,112 m²,Combinat,229 000€
Fără animale,Persoană fizică,1,,Se acceptă copii,,8,Construcţii noi,1,,Apartament fără living,Deschis,Apartament cu 1 cameră,12.0,Euroreparație,,,37 m²,,600€
,Agenție,,,,,1,Secundar,2,,Apartament cu living,Deschis,Apartament cu 3 camere,5.0,Euroreparație,,,108 m²,Cotileț,129 900€
,Agenție,2,,,Exfactor-grup,11,Construcţii noi,2,290 cm,Apartament cu living,,Apartament cu 2 camere,12.0,Variantă albă,12 m²,,75 m²,,137 900€
,Agenție,Nu,,,Exfactor-grup,9,Construcţii noi,1,,Apartament cu living,Deschis,Apartament cu 1 cameră,9.0,Euroreparație,,,51 m²,,135 000€
,Agenție,,,,,Demisol,Secundar,,,Apartament cu living,,Apartament cu 3 camere,1.0,,,,42 m²,,64 900€
,Persoană fizică,,,,,6,Secundar,,,Apartament cu living,,Apartament cu 1 cameră,9.0,,,,20 m²,,29 800€
,Agenție,,,,,6,Construcţii noi,,,,,Apartament cu 3 camere,14.0,,,,105 m²,,320 000€
,Agenție,1,,,Exfactor-grup,5,Construcţii noi,1,,Apartament cu living,,Apartament cu 1 cameră,6.0,Euroreparație,,50 m²,50 m²,,130 000€
,Agenție,1,Individuală,,Solomon Construct Imobil,10,Construcţii noi,2,,,Deschis,Apartament cu 2 camere,10.0,Variantă albă,,,100 m²,Cărămidă,107 900€
,Agenție,,,,,4,Construcţii noi,2,,,,Apartament cu 3 camere,9.0,Euroreparație,,,92 m²,,238 000€
,Dezvoltator imobiliar,2,,,,3,Construcţii noi,,275 cm,Apartament cu living,Subterană,Apartament cu 2 camere,9.0,Variantă albă,,,67 m²,Cărămidă,89 100€
,Agenție,,,,Inamstro,6,Construcţii noi,,,,,Apartament cu 2 camere,15.0,,,,60 m²,,102 000€
,Agenție,,,,,1,Secundar,1,,,,Apartament cu 3 camere,1.0,Are nevoie de reparație,,,45 m²,Combinat,70 000€
,Dezvoltator imobiliar,,,,Estate Invest Company,7,Construcţii noi,,,Apartament cu living,Subterană,Apartament cu 2 camere,10.0,Variantă albă,,,61 m²,,70 150€
,Agenție,,,,,3,Construcţii noi,1,,,,Apartament cu 2 camere,10.0,Euroreparație,,,75 m²,,179 900€
Se acceptă animale,Agenție,Nu,,Se acceptă copii,,3,Secundar,1,,Apartament fără living,Deschis,Apartament cu 1 cameră,5.0,Euroreparație,,,18 m²,,34 500€
,Agenție,3,Individuală,,,6,Construcţii noi,3,,,Subterană,Apartament cu 3 camere,9.0,Euroreparație,,,172 m²,Combinat,299 000€
,Agenție,1,Ms (serie  moldovenească),,,10,Secundar,2,,,Deschis,Apartament cu 2 camere,10.0,Euroreparație,,,53 m²,,99 900€
,Dezvoltator imobiliar,,,,Exfactor-grup,10,Construcţii noi,,,Apartament cu living,,Apartament cu 2 camere,12.0,,,,77 m²,,133 210€
,Agenție,Nu,,,,5,Secundar,1,,Apartament fără living,Deschis,Apartament cu 1 cameră,5.0,Are nevoie de reparație,,,37 m²,,55 000€
,Agenție,1,,,Exfactor-grup,9,Construcţii noi,1,,Apartament cu living,,Apartament cu 2 camere,9.0,Euroreparație,,,74 m²,,194 900€
,Agenție,1,Individuală,,Braus Imobiliare,18,Secundar,1,,,Deschis,Apartament cu 1 cameră,9.0,Euroreparație,,,47 m²,Panou,115 900€
,Agenție,,,,,3,Construcţii noi,,,,,Apartament cu 1 cameră,5.0,Variantă albă,,,55 m²,Cărămidă,80 900€
,Dezvoltator imobiliar,2,,,,5,Secundar,1,,,,Apartament cu 2 camere,5.0,Fără reparație,7 m²,31 m²,52 m²,Cotileț,5 000€
,Persoană fizică,1,Individuală,,,3,Construcţii noi,1,2900 cm,Apartament cu living,Deschis,Apartament cu 1 cameră,7.0,Variantă albă,17 m²,60 m²,61 m²,Combinat,53 070€
,Agenție,,,,,9,Construcţii noi,2,,Apartament cu living,Subterană,Apartament cu 2 camere,12.0,Euroreparație,,,70 m²,,185 000€
Cu acordul stăpânului,Agenție,2,Individuală,Cu acordul stăpânului,,1,Secundar,2,,,Deschis,Apartament cu 2 camere,5.0,Euroreparație,,,54 m²,,98 000€
,Agenție,,,,,1,Secundar,1,,Apartament cu living,,Apartament cu 2 camere,5.0,Euroreparație,,,45 m²,,92 500€
