Autorul anunțului,Număr de camere,Living,Suprafață totală,Fond locativ,Etaj,Număr de etaje,Starea apartamentului,Grup sanitar,Loc de parcare,price,Balcon/ lojie,Compartimentare,Dezvoltator,Tip clădire,Copii,Animale,Suprafață locativă,Suprafață bucătărie,Inălțimea tavanelor
Agenție,Apartament cu 3 camere,,83 m²,Construcţii noi,8,10,Construcție nefinisată,2,Subterană,106 240€,2,,Exfactor-grup,Combinat,,,,,
Persoană fizică,Apartament cu 3 camere,Apartament cu living,73 m²,Construcţii noi,2,3,,,,109 000€,,,,,,,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,Apartament cu living,67 m²,Construcţii noi,1,7,Variantă sură,,,98 372€,,,,,,,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,Apartament cu living,41 m²,Construcţii noi,6,9,Variantă albă,1,,49 320€,1,,,,,,,,
Persoană fizică,Apartament cu 2 camere,,54 m²,Construcţii noi,9,10,Design individual,1,Deschis,120 000€,1,,,Combinat,,,,,
Dezvoltator imobiliar,Apartament cu 2 camere,,65 m²,Construcţii noi,3,7,,,,129 500€,,,,,,,,,
Dezvoltator imobiliar,Apartament cu 3 camere,,71 m²,Construcţii noi,9,9,Variantă albă,2,Deschis,78 100€,1,,,,,,,,
Agenție,Apartament cu 1 cameră,,44 m²,Construcţii noi,14,15,Construcție nefinisată,1,Deschis,75 000€,1,,,Combinat,,,,,
Agenție,Apartament cu 3 camere,,138 m²,Construcţii noi,9,12,Euroreparație,2,Deschis,212 000€,Nu,Individuală,Interactiv,Cotileț,,,,,
Dezvoltator imobiliar,O cameră,,24 m²,Construcţii noi,2,3,Euroreparație,1,Deschis,450MDL,,Individuală,,Cotileț,Se acceptă copii,Fără animale,24 m²,,
Persoană fizică,Apartament cu 1 cameră,Apartament cu living,55 m²,Construcţii noi,3,11,Design individual,,,750€,,,Lagmar Impex,,Fără copii,Fără animale,55 m²,,
Agenție,Apartament cu 2 camere,Apartament cu living,95 m²,Construcţii noi,2,12,Euroreparație,2,Deschis,360 000€,1,,,,,,,,
Agenție,Apartament cu 2 camere,,75 m²,Construcţii noi,3,11,,,,45€,,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 3 camere,,86 m²,Construcţii noi,1,10,Euroreparație,2,,215 000€,1,,Exfactor-grup,,,,,,
Dezvoltator imobiliar,Apartament cu 3 camere,Apartament cu living,92 m²,Construcţii noi,5,12,Variantă albă,,,161 000€,,Individuală,Exfactor-grup,Cărămidă,,,0 m²,0 m²,0 cm
Agenție,Apartament cu 2 camere,,77 m²,Construcţii noi,2,10,Euroreparație,1,,225 000€,,,,,,,,,
Dezvoltator imobiliar,O cameră,Apartament cu living,53 m²,Construcţii noi,1,7,Variantă albă,1,,66 563€,1,,Golban Trade,,,,,,
Agenție,Apartament cu 2 camere,,82 m²,Construcţii noi,4,9,,,,145 000€,,,,,,,,,
Agenție,Apartament cu 1 cameră,Apartament cu living,54 m²,Construcţii noi,3,12,,1,Deschis,50 400€,1,,,,,,,,
Dezvoltator imobiliar,Apartament cu 2 camere,Apartament cu living,70 m²,Construcţii noi,9,14,,,,185 000€,,,,,,,,,
Dezvoltator imobiliar,Apartament cu 3 camere,,89 m²,Construcţii noi,1,11,,,,120 150€,,,,,,,,,
Persoană fizică,,,,,5,,,,Deschis,2 500MDL,,,,,,,,,
Agenție,Apartament cu 2 camere,Apartament fără living,65 m²,Construcţii noi,11,12,Euroreparație,1,Deschis,175 900€,,,Exfactor-grup,,,,,,
Agenție,Apartament cu 2 camere,,63 m²,Construcţii noi,2,10,Variantă albă,2,,89 320€,1,,,,,,,,
Agenție,Apartament cu 2 camere,,90 m²,Construcţii noi,8,12,,2,,1 200MDL,,,,,Se acceptă copii,Fără animale,90 m²,,
Agenție,Apartament cu 1 cameră,Apartament cu living,50 m²,Construcţii noi,9,10,Design individual,,,1 400MDL,,,,,Fără copii,Fără animale,,,
Agenție,Apartament cu 3 camere,Apartament cu living,69 m²,Construcţii noi,9,16,Euroreparație,1,Deschis,185 000€,1,,,,,,,,
Dezvoltator imobiliar,Apartament cu 2 camere,Apartament cu living,87 m²,Construcţii noi,13,13,Variantă albă,2,Subterană,219 000€,1,Individuală,Inamstro,Cărămidă,,,0 m²,0 m²,3 cm
Agenție,Apartament cu 3 camere,,64 m²,Secundar,6,6,Euroreparație,1,,69 900€,,,,,,,,,
Persoană fizică,Apartament cu 1 cameră,,41 m²,Construcţii noi,5,9,Euroreparație,1,,92 900€,,,,,,,,,
Agenție,,,,,3,,,,Deschis,1 200€,,,,,,,,,
Agenție,Apartament cu 3 camere,Apartament cu living,90 m²,Construcţii noi,3,12,Euroreparație,2,,249 900€,,,,,,,0 m²,0 m²,0 cm
Agenție,Apartament cu 1 cameră,,40 m²,Secundar,8,9,Euroreparație,2,Deschis,85 000€,1,,,,,,,,
Agenție,Apartament cu 1 cameră,,30 m²,Secundar,1,12,,,,350€,,,,Panou,Se acceptă copii,Fără animale,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,,42 m²,Construcţii noi,1,9,Variantă albă,1,Subterană,75 330€,Nu,Individuală,Pamir Construct,Combinat,,,15 m²,14 m²,275 cm
Agenție,Apartament cu 3 camere,Apartament cu living,90 m²,Construcţii noi,5,10,Euroreparație,1,Subterană,225 000€,,,Inamstro,,,,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,Apartament cu living,48 m²,Construcţii noi,3,10,Variantă albă,1,Deschis,81 500€,1,Individuală,Carpeni,Combinat,,,,,270 cm
Agenție,Apartament cu 2 camere,,50 m²,Construcţii noi,4,10,Euroreparație,1,,600€,,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 2 camere,,64 m²,Construcţii noi,13,14,Euroreparație,1,Deschis,165 900€,1,Individuală,Reconscivil,Cărămidă,,,,,
Agenție,Apartament cu 1 cameră,,47 m²,Construcţii noi,1,9,Euroreparație,1,Deschis,108 000€,1,Individuală,,Beton,,,,,
Agenție,Apartament cu 1 cameră,Apartament cu living,52 m²,Construcţii noi,9,9,Euroreparație,1,,600€,1,,Exfactor-grup,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Persoană fizică,Apartament cu 3 camere,Apartament cu living,64 m²,Construcţii noi,10,10,Euroreparație,,,146 900€,,,,,,,0 m²,0 m²,0 cm
Dezvoltator imobiliar,Apartament cu 3 camere,,93 m²,Construcţii noi,3,11,,1,,232 500€,,,,,,,,,
Persoană fizică,Apartament cu 2 camere,,47 m²,Secundar,4,5,Reparație cosmetică,,Deschis,300€,2,Hruşciovka,,,Se acceptă copii,Se acceptă animale,,,
Agenție,Apartament cu 2 camere,,82 m²,Construcţii noi,4,10,Euroreparație,1,Deschis,145 000€,Nu,Individuală,Basconslux,Beton celular,,,,,
Agenție,Apartament cu 1 cameră,,38 m²,Construcţii noi,13,13,Euroreparație,,,130 000€,,,,,,,38 m²,,
Agenție,Apartament cu 2 camere,,60 m²,Construcţii noi,1,11,Design individual,1,Deschis,137 900€,Nu,Individuală,Solomon Construct Imobil,Beton celular,,,,,
Agenție,Apartament cu 2 camere,,75 m²,Construcţii noi,7,9,Euroreparație,2,Deschis,309 900€,1,Individuală,,,,,,,
Persoană fizică,Apartament cu 1 cameră,Apartament cu living,48 m²,Construcţii noi,7,9,Euroreparație,1,,150MDL,1,,,,Se acceptă copii,Fără animale,48 m²,12 m²,0 cm
Persoană fizică,Apartament cu 4 camere,,80 m²,Secundar,1,2,,,,160 000€,,,,,,,,,
Agenție,Apartament cu 3 camere,,90 m²,Construcţii noi,3,9,Euroreparație,1,,1 200€,,,,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Agenție,Apartament cu 3 camere,Apartament cu living,160 m²,Construcţii noi,13,13,Euroreparație,2,Deschis,3 000€,,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 2 camere,Apartament cu living,120 m²,Construcţii noi,7,9,Euroreparație,2,,1 200€,,,,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Agenție,Apartament cu 2 camere,Apartament fără living,70 m²,Secundar,2,2,Euroreparație,1,Deschis,115 000€,Nu,,,,,,,,
Agenție,Apartament cu 2 camere,,65 m²,Construcţii noi,11,10,Reparație cosmetică,2,Deschis,124 900€,1,Individuală,AMIC,Cotileț,,,,,
Dezvoltator imobiliar,,,,Secundar,,,,,,400€,,,,,Se acceptă copii,Se acceptă animale,,,
Agenție,Apartament cu 3 camere,Apartament cu living,100 m²,Construcţii noi,2,3,Variantă albă,1,Deschis,156 000€,1,,,,,,,,
Agenție,Apartament cu 4 camere,,86 m²,Secundar,1,2,,1,,139 900€,,,,,,,,,
Agenție,Apartament cu 1 cameră,,30 m²,Secundar,3,5,Are nevoie de reparație,1,Deschis,67 000€,,,,,,,,,
Persoană fizică,Apartament cu 2 camere,,50 m²,Secundar,1,9,,,,400€,,Ms (serie  moldovenească),,,Se acceptă copii,Fără animale,,,
Dezvoltator imobiliar,Apartament cu 2 camere,Apartament cu living,64 m²,Construcţii noi,3,6,Variantă albă,1,Garaj,66 800€,,,,Monolit,,,64 m²,26 m²,
Agenție,Apartament cu 1 cameră,,38 m²,Secundar,1,5,,,,75 000€,,,,,,,,,
Dezvoltator imobiliar,Apartament cu 2 camere,,60 m²,Secundar,8,9,,1,,95 000€,3,143,,,,,,,
Agenție,Apartament cu 2 camere,,75 m²,Construcţii noi,12,15,Euroreparație,,,187 500€,1,,,Combinat,,,75 m²,,
Persoană fizică,Apartament cu 2 camere,,53 m²,Secundar,4,5,Euroreparație,2,Sub acoperiș,87 400€,1,Brj (Brejnevka),,Cotileț,,,,6 m²,2700 cm
Agenție,Apartament cu 2 camere,,60 m²,Construcţii noi,10,10,Euroreparație,2,,104 900€,1,,,Combinat,,,,,
Dezvoltator imobiliar,Apartament cu 2 camere,Apartament cu living,71 m²,Construcţii noi,5,10,Variantă albă,2,Deschis,106 500€,Nu,Individuală,Carpeni,Combinat,,,,14 m²,270 cm
Dezvoltator imobiliar,Apartament cu 2 camere,,55 m²,Construcţii noi,5,16,Design individual,,,800MDL,1,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 3 camere,,156 m²,Construcţii noi,8,12,Euroreparație,,,370 000€,,,Exfactor-grup,,Se acceptă copii,Se acceptă animale,156 m²,0 m²,0 cm
Persoană fizică,Apartament cu 1 cameră,,46 m²,Construcţii noi,6,15,Euroreparație,1,Subterană,114 000€,1,,,Monolit,,,,,
Agenție,Apartament cu 2 camere,Apartament cu living,76 m²,Secundar,5,6,Reparație cosmetică,1,Deschis,145 000€,1,,,,,,,,
Dezvoltator imobiliar,Apartament cu 2 camere,Apartament cu living,78 m²,Construcţii noi,16,17,Euroreparație,2,Subterană,236 000€,,,,,,,,,
Agenție,Apartament cu 3 camere,,85 m²,Construcţii noi,9,16,Euroreparație,2,,1 700€,1,,,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Dezvoltator imobiliar,Apartament cu 2 camere,Apartament cu living,78 m²,Construcţii noi,14,15,Euroreparație,1,Deschis,65€,1,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 1 cameră,,34 m²,Secundar,12,16,Reparație cosmetică,1,Deschis,55 900€,1,Individuală,,Combinat,,,17 m²,8 m²,
Agenție,Apartament cu 2 camere,,51 m²,Construcţii noi,3,7,Euroreparație,1,Subterană,750€,1,,,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Agenție,Apartament cu 2 camere,,80 m²,Construcţii noi,5,10,,,,1 500€,,,,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Dezvoltator imobiliar,Apartament cu 2 camere,,46 m²,Secundar,4,5,,,,49 900€,,,,,,,,,
Dezvoltator imobiliar,Apartament cu 4 camere,Apartament cu living,134 m²,Construcţii noi,8,9,Variantă albă,2,Deschis,134 000€,2,,,Combinat,,,,,290 cm
Persoană fizică,Apartament cu 2 camere,Apartament cu living,70 m²,Construcţii noi,8,9,,2,,690€,1,,Boiar House,,Se acceptă copii,Se acceptă animale,,,
Persoană fizică,Apartament cu 1 cameră,,46 m²,Construcţii noi,5,15,Euroreparație,,Deschis,650MDL,1,,,,Se acceptă copii,Fără animale,,,
Dezvoltator imobiliar,Apartament cu 3 camere,,90 m²,Construcţii noi,2,10,Variantă albă,2,Deschis,108 000€,,,,,,,,,
Agenție,Apartament cu 2 camere,Apartament cu living,82 m²,Construcţii noi,10,12,Euroreparație,2,Subterană,1 350€,,,,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Persoană fizică,Apartament cu 2 camere,,60 m²,Construcţii noi,4,4,Euroreparație,,,86 900€,,,,,,,,,
Agenție,Apartament cu 1 cameră,Apartament cu living,50 m²,Construcţii noi,12,15,,1,Deschis,400€,1,,,,Fără copii,Fără animale,50 m²,,
Persoană fizică,Apartament cu 2 camere,,42 m²,Secundar,5,5,Design individual,1,Deschis,42 000€,1,,,,,,42 m²,8 m²,
Agenție,Apartament cu 2 camere,,58 m²,Construcţii noi,8,10,Euroreparație,2,,900€,1,,Exfactor-grup,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Agenție,Apartament cu 1 cameră,,40 m²,Secundar,9,9,Reparație cosmetică,1,,380€,1,,,Beton,Cu acordul stăpânului,Fără animale,,,
Persoană fizică,Apartament cu 2 camere,,55 m²,Secundar,8,10,Reparație cosmetică,,,85 499€,,,,,,,,,
Persoană fizică,Apartament cu 1 cameră,Apartament cu living,37 m²,Secundar,4,5,,1,Deschis,42 500€,Nu,,,,,,,,
Agenție,Apartament cu 2 camere,Apartament fără living,55 m²,Secundar,3,9,Euroreparație,,,99 500€,,Varț (Varnițkaia),,,,,,,
Dezvoltator imobiliar,Apartament cu 2 camere,,76 m²,Construcţii noi,5,13,Euroreparație,,,900MDL,2,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 3 camere,,74 m²,Construcţii noi,9,9,Euroreparație,1,,195 000€,1,Individuală,,Cărămidă,,,,,
Dezvoltator imobiliar,O cameră,,50 m²,Construcţii noi,2,3,,,,399MDL,,,,,Se acceptă copii,Fără animale,0 m²,0 m²,0 cm
Agenție,Apartament cu 2 camere,,55 m²,Secundar,3,5,Reparație cosmetică,1,Deschis,84 500€,1,Individuală,,Combinat,,,,,
Agenție,Apartament cu 2 camere,Apartament cu living,80 m²,Construcţii noi,7,7,Euroreparație,1,Deschis,1 800€,1,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 1 cameră,,43 m²,Construcţii noi,8,11,,,,800MDL,,,,Beton,Se acceptă copii,Fără animale,0 m²,0 m²,0 cm
Agenție,Apartament cu 2 camere,,91 m²,Construcţii noi,7,17,Design individual,2,Deschis,259 000€,1,Individuală,Varicom,Cărămidă,,,,,
Agenție,O cameră,,24 m²,Secundar,3,5,Euroreparație,1,Deschis,36 900€,Nu,,,Cotileț,,,,,
Agenție,Apartament cu 1 cameră,,27 m²,Secundar,,,Reparație cosmetică,,,1 600MDL,,,,,,,,,
Agenție,Apartament cu 2 camere,,106 m²,Construcţii noi,8,17,Euroreparație,2,Subterană,299 000€,3,Individuală,Eldorado Terra,Cărămidă,,,,,
Persoană fizică,Apartament cu 1 cameră,,,Secundar,,,,,,700MDL,,,,,Fără copii,Fără animale,,,
Agenție,Apartament cu 2 camere,Apartament cu living,94 m²,Construcţii noi,10,15,Euroreparație,2,Deschis,1 900€,,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 2 camere,,70 m²,Secundar,2,2,,,,78 000€,,,,,,,,,
Agenție,Apartament cu 2 camere,,80 m²,Construcţii noi,3,11,Euroreparație,2,Deschis,189 900€,1,Individuală,Exfactor-grup,Cărămidă,,,,,
Agenție,Apartament cu 2 camere,,60 m²,Construcţii noi,8,9,Euroreparație,1,Deschis,155 000€,,,,Combinat,,,,,
Agenție,Apartament cu 2 camere,,76 m²,Construcţii noi,11,12,Euroreparație,2,Subterană,124 400€,1,Individuală,,,,,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,,35 m²,Secundar,3,10,Euroreparație,1,Deschis,550MDL,1,,,,Se acceptă copii,Fără animale,20 m²,7 m²,0 cm
Agenție,Apartament cu 3 camere,,152 m²,Construcţii noi,9,14,,,,350 000€,,,,,,,152 m²,,
Agenție,Apartament cu 3 camere,,70 m²,Secundar,5,5,Reparație cosmetică,1,Deschis,51 000€,1,,,Cotileț,,,,,
Agenție,Apartament cu 1 cameră,,32 m²,Secundar,6,11,Reparație cosmetică,1,Deschis,74 900€,1,Ms (serie  moldovenească),,Panou,,,,,
Agenție,Apartament cu 1 cameră,Apartament cu living,52 m²,Construcţii noi,4,13,Euroreparație,1,Deschis,1 000€,,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 2 camere,,60 m²,Secundar,3,9,Euroreparație,2,Deschis,112 900€,2,Ms (serie  moldovenească),,Panou,,,,,
Agenție,Apartament cu 1 cameră,,34 m²,Secundar,1,9,,,,66 900€,,,,,,,,,
Persoană fizică,Apartament cu 2 camere,,60 m²,Secundar,4,9,Euroreparație,1,Deschis,600€,1,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 1 cameră,,42 m²,Construcţii noi,3,11,,,,56 990€,,,,,,,0 m²,0 m²,0 cm
Agenție,Apartament cu 3 camere,,96 m²,Construcţii noi,1,10,Euroreparație,1,Deschis,235 000€,1,,,,,,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,,45 m²,Construcţii noi,8,16,Euroreparație,1,Deschis,40€,2,,,,Se acceptă copii,Fără animale,,,
Persoană fizică,Apartament cu 1 cameră,Apartament fără living,50 m²,Construcţii noi,5,10,Euroreparație,1,Deschis,500€,1,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 2 camere,,70 m²,Construcţii noi,2,10,Euroreparație,1,Subterană,750€,2,,Varicom,,Se acceptă copii,Fără animale,,,
Persoană fizică,Apartament cu 1 cameră,Apartament cu living,47 m²,Construcţii noi,9,10,Variantă albă,1,Deschis,72 500€,1,Individuală,Exfactor-grup,Combinat,,,18 m²,12 m²,280 cm
Agenție,Apartament cu 1 cameră,,34 m²,Secundar,7,9,Reparație cosmetică,1,Deschis,57 900€,Nu,Garsonieră,,Panou,,,,,
Agenție,Apartament cu 3 camere,,120 m²,Construcţii noi,12,17,Euroreparație,2,,330 000€,2,,,,,,,,
Dezvoltator imobiliar,Apartament cu 2 camere,Apartament cu living,55 m²,Secundar,1,4,,,Deschis,850MDL,Nu,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 3 camere,Apartament cu living,120 m²,Construcţii noi,4,13,Euroreparație,2,Subterană,2 400€,1,,,,Se acceptă copii,Se acceptă animale,,,
Agenție,Apartament cu 2 camere,Apartament cu living,70 m²,Construcţii noi,1,8,Euroreparație,1,,1 500€,,,,,Se acceptă copii,Fără animale,0 m²,0 m²,0 cm
Agenție,Apartament cu 2 camere,Apartament cu living,80 m²,Construcţii noi,3,5,,,,1 200€,,,,,Se acceptă copii,Cu acordul stăpânului,,,
Persoană fizică,Apartament cu 2 camere,,46 m²,Secundar,4,5,,,,82 900€,,,,,,,,,
Agenție,Apartament cu 1 cameră,,45 m²,Construcţii noi,2,5,Variantă albă,1,,42 750€,1,,,,,,,,
Agenție,Apartament cu 2 camere,,67 m²,Construcţii noi,10,7,,,,139 500€,,,,,,,67 m²,,
Dezvoltator imobiliar,Apartament cu 2 camere,Apartament fără living,83 m²,Construcţii noi,3,9,Euroreparație,,,189 000€,,,,,,,,,
Agenție,Apartament cu 3 camere,Apartament cu living,90 m²,Construcţii noi,5,10,Euroreparație,1,Subterană,225 000€,,,Inamstro,,,,,,
Agenție,O cameră,,19 m²,Secundar,3,9,Reparație cosmetică,1,Deschis,30 900€,1,135,,Panou,,,,,
Agenție,Apartament cu 3 camere,,110 m²,Construcţii noi,2,10,Euroreparație,2,,3 500€,2,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 3 camere,,92 m²,Construcţii noi,12,15,,,,1 900€,,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 1 cameră,Apartament cu living,43 m²,Construcţii noi,5,8,Variantă albă,1,Deschis,64 500€,1,,,,,,0 m²,0 m²,0 cm
Persoană fizică,Apartament cu 1 cameră,Apartament cu living,54 m²,Construcţii noi,4,12,Variantă sură,,,73 000€,,,,,,,,,
Agenție,Apartament cu 1 cameră,,32 m²,Secundar,5,5,Euroreparație,,,67 900€,,,,,,,,,
Dezvoltator imobiliar,Apartament cu 1 cameră,,22 m²,Secundar,1,1,Reparație cosmetică,1,,380€,,,,Beton,Se acceptă copii,Se acceptă animale,22 m²,,
Agenție,Apartament cu 3 camere,Apartament cu living,105 m²,Secundar,5,6,Euroreparație,1,,750€,1,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 2 camere,,60 m²,Construcţii noi,4,9,,1,Deschis,650€,1,,,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Agenție,Apartament cu 3 camere,,73 m²,Construcţii noi,3,12,Variantă albă,2,Deschis,100 800€,1,,,,,,,,
Agenție,Apartament cu 2 camere,,80 m²,Construcţii noi,9,12,Euroreparație,1,Subterană,124 900€,1,,,,,,,,
Agenție,Apartament cu 2 camere,,52 m²,Secundar,5,5,Reparație cosmetică,1,Deschis,59 900€,1,Individuală,,Cotileț,,,,,
Agenție,Apartament cu 4 camere,,127 m²,Construcţii noi,10,10,Variantă albă,2,Deschis,148 000€,3,,,,,,,,
Persoană fizică,Apartament cu 3 camere,,64 m²,Secundar,9,9,Euroreparație,2,Deschis,470€,1,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 4 camere,,97 m²,Construcţii noi,4,12,Euroreparație,2,Deschis,127 840€,1,,,,,,,,
Agenție,Apartament cu 3 camere,,90 m²,Construcţii noi,7,9,Euroreparație,2,,156 000€,,,,,,,,,
Dezvoltator imobiliar,Apartament cu 2 camere,Apartament cu living,68 m²,Construcţii noi,2,5,Variantă albă,2,Deschis,132 000€,2,,,,,,,,
Agenție,Apartament cu 3 camere,Apartament cu living,79 m²,Secundar,6,9,Euroreparație,2,,450€,2,,,,Se acceptă copii,Fără animale,,,
Agenție,Apartament cu 2 camere,,43 m²,Secundar,3,6,Euroreparație,1,,90 000€,1,,,,,,,,
Agenție,Apartament cu 3 camere,,70 m²,Secundar,10,14,Euroreparație,1,,160 000€,,,,,,,,,
Agenție,Apartament cu 3 camere,,86 m²,Construcţii noi,1,5,Euroreparație,1,,185 000€,1,Individuală,,Cărămidă,,,,,
Agenție,Apartament cu 1 cameră,,45 m²,Construcţii noi,7,10,,,,800€,,,,,Cu acordul stăpânului,Cu acordul stăpânului,,,
Dezvoltator imobiliar,Apartament cu 3 camere,,72 m²,Secundar,5,5,Euroreparație,1,Deschis,120 000€,1,102,,Cotileț,,,68 m²,12 m²,255 cm
Agenție,Apartament cu 3 camere,,81 m²,Construcţii noi,3,7,,,,100 440€,,,,,,,,,
Agenție,Apartament cu 2 camere,,43 m²,Secundar,1,1,,,,700MDL,,,,Cărămidă,Se acceptă copii,Fără animale,,,
Dezvoltator imobiliar,Apartament cu 3 camere,Apartament cu living,110 m²,Construcţii noi,1,1,Euroreparație,1,Deschis,255 000€,1,Pe pămănt,Art Urban Grup,Combinat,,,95 m²,22 m²,3 cm
Agenție,Apartament cu 2 camere,,102 m²,Construcţii noi,8,12,Variantă albă,,,220 000€,,,,,,,,,
Agenție,Apartament cu 2 camere,Apartament cu living,40 m²,Construcţii noi,8,12,Euroreparație,1,,109 900€,,,,,,,,,
Agenție,Apartament cu 1 cameră,Apartament cu living,55 m²,Construcţii noi,1,14,Euroreparație,1,Deschis,125 000€,1,,,,,,,,
